id,lat,lon,type,name,snap_id
4612970106,10.7680247,106.6953227,network_grid,,4612970106
4612970107,10.7681446,106.6954323,network_grid,,4612970107
4612970108,10.7680066,106.6955206,network_grid,,4612970108
4613083207,10.7590789,106.6876109,network_grid,,4613083207
4614008658,10.7641487,106.690666,network_grid,,4614008658
4614008665,10.7642837,106.6907199,network_grid,,4614008665
4615020060,10.765068,106.6876217,network_grid,,4615020060
4615523688,10.7678654,106.691284,network_grid,,4615523688
4615529268,10.767028,106.6908327,network_grid,,4615529268
4615738027,10.7594227,106.6898044,network_grid,,4615738027
4615738901,10.7595416,106.685637,network_grid,,4615738901
4617355735,10.7662425,106.6913403,network_grid,,4617355735
4634456202,10.7732524,106.6999346,network_grid,,4634456202
4649967850,10.7680851,106.695269,network_grid,,4649967850
4649997168,10.7734139,106.7000855,network_grid,,4649997168
4649999511,10.7681955,106.6953783,network_grid,,4649999511
4650010744,10.7659095,106.6933866,network_grid,,4650010744
4666207251,10.7712328,106.6931266,network_grid,,4666207251
4666207257,10.7712549,106.6937631,network_grid,,4666207257
4666227464,10.7667332,106.6881989,network_grid,,4666227464
4666227465,10.7666554,106.6882189,network_grid,,4666227465
4666242306,10.7642203,106.6907978,network_grid,,4666242306
4673510847,10.7711199,106.6965249,network_grid,,4673510847
4673706004,10.7909104,106.7056334,network_grid,,4673706004
4673707528,10.7928445,106.7007642,network_grid,,4673707528
5238614065,10.7727238,106.6911548,network_grid,,5238614065
5247691967,10.7718214,106.7058503,network_grid,,5247691967
5247691973,10.772069,106.7060825,network_grid,,5247691973
